ASV,ITT,IWS,STT,SWS,TTT,TWS
1548f4a124c9e08c540ed1f12c327fdd,3,0,0,0,3,0
0daccb360c8dc97bf95ede07c8d883ab,2,0,6,0,0,0
8eb9c60d5d664ba9ca34aff8fb481cbb,4,4,0,0,0,0
9321371dc8b71ea8ab5366d5fb44b31c,6,4,0,0,0,0
48d5537b97e3be553f68cde44a936f04,3,0,5,0,0,0
e8d8ff0ad3c67dd0d57d02b341f83dbe,3,0,0,0,0,0
f2239716ee4d6374d00da0ce69d19c75,1,0,0,6,0,0
487a117c4adceb706a6845f901ff70c3,1,11,0,0,0,0
0ee9940af851ae88051c34822937be23,5,0,0,0,0,0
a769a11dcb1142d6178b058aadf5eaa5,6,6,0,0,0,0
b08d22532604d31d072ce82aa7575002,2,0,0,0,12,0
44080767f031a0037c9ed3bf23e13932,2,0,0,0,8,0
02a0f01cb3ad988e3daf29fbbde5ee20,10,0,0,0,0,0
e814d2137380cdfdd200dc3801367516,6,0,0,0,0,0
f8cb0fc937b9c2d91dd89189d5cb8da0,4,0,0,0,0,0
fb32c7603f4568b4a2185e2b2f9b4f8f,7,0,0,0,0,0
c0afd3a3c91e4ba10015eb0542bdd0d4,4,0,0,0,0,0
bee005f761575c3030e3db70f097dae8,5,4,0,0,0,0
759761c206fdaca2b5af492f737e1951,0,9,0,0,0,0
0ab69f7ea44fe05b85958619b95f8172,0,6,0,0,0,0
5bb19dc9da040d421eb53b1aa9a31072,0,8,0,0,0,0
308f76255b4fc0b76d001feb224d2313,0,10,0,0,0,0
92e1e8b6572c820e8d3cda755b131c29,0,7,0,0,0,0
aba31031957aab58b11aa5c6f68c0b1d,0,11,0,0,0,0
6e1cff91da11209e4fb076ae79b94385,0,13,0,0,0,0
b31088117025a204a0c1871792f6d1b7,0,7,0,0,0,0
701065f2a5444b68e05b55cab1a60717,0,14,0,0,0,0
c201ed48d3872ecc16b2e241f57aca0f,0,12,0,0,0,0
b6725cb15359196e4b0d521d8e016921,0,9,0,0,0,0
8248b12d72532c3d950ac9b3bb732cc7,0,13,0,0,0,0
12c0f519822f32d1fd9af9f126ac2b85,0,14,0,0,0,0
10c89efdef4f75bfe754c92bf78f2012,0,5,0,0,0,3
d3ca2b4972cc9463879235be89fbb82d,0,9,0,0,0,0
fd05101305241a85166f8f9daca19ff1,0,1,0,9,0,0
9f285b6b8b8e675cbb11d465e19bcb76,0,6,0,0,0,0
dce000e5bd1c4b9cc4462cdc9ed104ce,0,10,0,0,0,0
b2b7f4f6cd9f4acb944a61bb16ebfac1,0,5,0,0,0,0
1b605a403054a098357e503b13e70922,0,7,0,0,0,0
96ed904406e12ef54db0ccb42895ee51,0,15,0,0,0,0
47b18917eae655ffc5a78257ad0b177b,0,9,0,0,0,0
74f3b2da9f3c03dc8ff9cd3194b6ef98,0,8,0,0,0,0
5a27148f2ce6ad73b58a35a048a353a4,0,11,0,0,0,0
09a9ce141405feac94854a1f9ce0772d,0,12,0,0,0,0
b6642ba4a65f2409d31e1db094440fda,0,9,0,0,0,0
118c26b42f245ee5439949b9ca5abd54,0,9,0,0,0,0
5f7b227300d57a494018f58b2279c3ef,0,8,0,0,0,0
a9f422839515f34b310c491fbbcb58d1,0,21,0,0,0,0
93b5e2b788ee041cf547ada1ad85396c,0,8,0,0,0,0
3fa46ef8ab14efe993e7709e9fce53bf,0,3,0,0,0,0
6825eab4c64b0720ad9bc5805d59b962,0,9,0,0,0,0
cd52a6b246fdbf606754da791d99b820,0,7,0,0,0,0
a3e4b59c19cbe3e2edf8ec3003adcda1,0,10,0,0,0,0
d81e9915f7be4b5a0d51f200798d59cf,0,5,0,0,0,2
ac844165083ce5e2f1b135db9a14a71b,0,11,0,0,0,0
0ce4fec6cb809a76ed3be3e365a5173a,0,6,0,0,0,0
12046db45e374053db2a37f95203ae03,0,17,0,0,0,0
a93c19fc81d65b62c582e132100f4212,0,1,0,2,0,2
3ba788efe2b27a916a09b55e9a349b0c,0,11,0,0,0,0
99759a5d6591a61686c32f0cc08cfc39,0,1,0,0,0,11
1e3be58c28337c868ab2451392363deb,0,1,0,0,0,3
20866931881b1e028213818134d62772,0,5,0,0,0,0
ac628ffbb1911b189c99b96a278529cd,0,8,0,0,0,0
89837f409d69c7a4d8282e2585e3acab,0,2,0,0,0,5
6c8a5daf28642fe30b0d2318390d14d0,0,13,0,0,0,0
3df4534cc366825dd3b1ff10bc7fc827,0,0,17,0,0,0
41c65e4a919206194ff4c0110ae0d3da,0,0,15,0,0,0
705938d08a2b70cb31b6a475cdf9cc4c,0,0,12,0,0,0
6d9ae5499cc60ed21dc03ccbe6219b7f,0,0,17,0,0,0
7130b4e42272fae8092163a621fe39e3,0,0,13,0,0,0
1ac0f254e6dd568f6b3b8551cb0723fa,0,0,7,3,0,0
9abb216fbb08c5598e43f76f51d61592,0,0,7,0,0,8
23e5df80fd7b417bce5de59cb84e80a2,0,0,8,0,0,0
55b42430584cff5a340766cf9738c0f6,0,0,14,0,0,0
2123f9b7b55a54510d6b9c192b6d7ee8,0,0,6,1,0,0
07ddbc013e01a4c6f1846319021083c2,0,0,12,0,0,0
ded1651e6980268c7e3fc86b66038fc7,0,0,8,0,0,0
916b1e568927a07a19aae2d3a836d5b9,0,0,13,0,0,0
17650a965e6ace4f2edd79a085d9d55d,0,0,16,0,0,0
202ec66af71d0709e456acc0c18438ab,0,0,12,0,0,0
4b9587fda45152d6428a2e5986ec223d,0,0,14,0,0,0
cb49d59c7348b5817871801abead4950,0,0,7,7,0,0
9d848bb23e019470e759667c1ef89b54,0,0,6,5,0,1
ea13079e8db94b1d8df9e27a84580f16,0,0,4,5,0,0
a3e38023a43f773eacd2048139dcbfaf,0,0,12,0,0,0
6372146fe715e613c83332ff16ff6fd8,0,0,8,0,0,0
34c5c6f106f68f7b9030370e5b4422d3,0,0,15,0,0,0
b88d036516b3c9a9009881fe77b40abb,0,0,11,0,0,0
52f91c7e18fb791a933cc879397e135c,0,0,10,0,0,0
d93f0468c19ec8e179ca9b2b14002e6c,0,0,6,0,3,0
20781e8999bae2d816140219685d1b09,0,0,1,10,0,0
c2f4237ed6995b746a2e660591a43022,0,0,18,0,0,0
c9fc15b3e383c11f9abb8251cd918e21,0,0,14,0,0,0
fc7a87b925ff5eb78bab45a44ab3e881,0,0,13,0,0,0
6c4615f252677b1784e22fdc5645921d,0,0,14,0,0,0
2e4521b074d8c3df56a50db7fe7ea812,0,0,15,0,0,0
61679aef23f81ea39d5855d494cff409,0,0,11,0,0,0
93572b1583e5d775d7df260893f7b559,0,0,6,0,0,0
897dae438d60047e7722a36198b6176f,0,0,12,0,0,0
005d1345fdf9bfd7bfc82bde90e1870c,0,0,13,0,0,0
e3f3a7a96c820fb256c740e1636519b7,0,0,16,0,0,0
e51e169a9f84bc13da5c4e8c8858f0a6,0,0,10,0,0,0
2affe270293a42911234c3775e897866,0,0,4,0,0,0
c62593a95a127adb795e44cdb05ffb65,0,0,10,0,0,0
fd88d38ad25f81574844710b8f13559b,0,0,9,0,0,0
51d13c350871e7e3b09a090b61c89685,0,0,7,0,0,0
655246fef83bf48c8ed6fa1f30a94562,0,0,5,4,0,0
a4e815006047fe70258048150cc5e21c,0,0,2,7,0,0
b053d7cb194a9c50c7cfe538e4608b70,0,0,7,0,0,0
0102bc779a3edc7dcb4ec3ff8339afee,0,0,16,0,0,0
489bd2432f96b521c4c4626f8caa16d5,0,0,6,0,0,0
22f005a4580d4d19dcacf9087ced9633,0,0,10,0,0,0
ce7cd706d96a26080a43e3c1ce1f79be,0,0,11,0,0,0
fdfd525c88f98944999dd6aaa8806f16,0,0,11,0,0,0
2906db7b4586e8dc35926eb232a5e0b3,0,0,15,0,0,0
82be247c75fbc07f815bb06f0ce0f3f5,0,0,6,7,0,0
8e3755caf9b94a12f19919b5911e5df6,0,0,15,0,0,0
5059586d0bae0529e70b213033b8d554,0,0,10,0,0,0
296cadd15cdf956a524a88747ddcc146,0,0,0,12,0,0
025077345cc15e56d469af96c5b59b56,0,0,0,12,0,0
bda37eaf79a98fe9b930df6430887177,0,0,0,14,0,0
2a7427800063059c9e909050d1d2f560,0,0,0,10,0,0
c111804d7531cab2b54be7509b33ac57,0,0,0,18,0,0
e99b0f7963d79d7b2be1f9bd92894e2b,0,0,0,12,0,0
85786b7ae3da6d5a6b62b19a80c83266,0,0,0,14,0,0
e1717f57861d768e4f45ec5f04a7f5ea,0,0,0,13,0,0
896e391058f244efb5cbe032a3b044af,0,0,0,7,0,0
174177fa85cf3cc8eeeb2e17a6df689a,0,0,0,14,0,0
58b1e129826b48537317d8bd43a687bc,0,0,0,11,0,0
328018b958704f76a40032ee248d3bea,0,0,0,19,0,0
fd7f97614fcf187fb0b44fba0a88bf45,0,0,0,16,0,0
3c78a29110b23364207c04b62ff11d7d,0,0,0,15,0,0
fa96967dcf7f98ad3e3e1aac0c50f465,0,0,0,16,0,0
e1c5fbf728186820e0af692e83062ef2,0,0,0,19,0,0
f897cf34fa92c4aa95d3bdda132a6144,0,0,0,7,0,0
e849c3128a656a9e61fde43601b96867,0,0,0,9,0,0
a91108c92f693afd91f04b849e036d52,0,0,0,9,0,0
ad8b9e6efdc27e33ddb461cf1a73a38b,0,0,0,9,0,0
00a72cd61e81ccd0909f8650e7d29958,0,0,0,25,0,0
c8a421d8a5e28966b681e9786ec1bab4,0,0,0,25,0,0
784349e477e08340ba4fe07545d1525c,0,0,0,12,0,0
e4108bed599a45b9baf51d581552d0ae,0,0,0,8,0,0
dc04e262c02dd50920f0282457a63dc1,0,0,0,3,0,16
1bfa38f118b659cdcde3bc87278cf7b3,0,0,0,6,0,0
7e1a65a340690c8eeafb6cdca5c78b76,0,0,0,5,0,0
dc85b6f788e5e3964ae31e50cb253648,0,0,0,10,0,0
f88fe2af2114b740b034ee54bb27fb3a,0,0,0,4,0,0
1b9123f5b28e795eec7c9fac313296a8,0,0,0,12,0,0
be63f4e2fdef6e9cf14b77ec64c55fa6,0,0,0,7,0,0
617b1c35447e6499165469fa5d5bed8c,0,0,0,12,0,0
75aeff289a2712fbe5d18b9db9d10469,0,0,0,9,0,0
3486fc241d6ac1c92f015634facde001,0,0,0,4,0,3
53c4c6548ba42dd16a0416e2e4dbcb79,0,0,0,11,0,0
a5fe5f52b3e9346b4a8c5d6c825b21ed,0,0,0,9,0,0
07ea3430f7d40f438a93b2787d504178,0,0,0,11,0,0
14cde8d9415289d005917ebb78cf894d,0,0,0,13,0,0
2c6975de92cc220aaadacd8970dbc3d4,0,0,0,18,0,0
8a34db942482c7b88bdf2e4b5bae1c92,0,0,0,10,0,0
3f2274d35dc35b57e638e9750202907b,0,0,0,18,0,0
a109efa8ff0aa8a7c4ebbf9ffbaa2ad4,0,0,0,11,0,1
7646ca0ef79ae7e357c84c59adcf3cb5,0,0,0,15,0,0
baa69b78ab0bca6acc53c997d0e60f32,0,0,0,5,0,5
1536523fe042f4b1f8c9fc7e78651f1b,0,0,0,12,0,0
c04ad6660daf53ccf20b215a84e641b5,0,0,0,15,0,0
18d217d588ebe8e7a8c10319d47a12aa,0,0,0,6,0,0
d817ecc40bcfd7813fb8185b9c14ca14,0,0,0,6,0,3
8a653a16124b8a01b593a6e789d1d045,0,0,0,16,0,0
93b288d794d13d6d171700f009d4cc32,0,0,0,8,0,0
626117a4659e98b677f65d1eab447142,0,0,0,7,0,0
4bf0fb7fb0b9fcbfbf5b4ce1fa4faf7a,0,0,0,12,0,4
1ad6db8da14b7dc83175e528cc5c7fee,0,0,0,9,0,0
4601b52c97d3fcdfe13b763aa72de4ba,0,0,0,0,7,0
f94f81365c45042dead4d4d802c39589,0,0,0,0,14,0
bc56a7361c9a3b49f1f1c51874321e12,0,0,0,0,20,0
5a5f614d77e3a310b4e83cca73f582f4,0,0,0,0,16,0
7578f85af29385264801c17d11da1c31,0,0,0,0,16,0
4059bc2b0d6f4743e31400d9c8e5fba9,0,0,0,0,17,0
1d236df31ea90aecec87ed7c64d7e2f8,0,0,0,0,14,0
39a55b7711c22d477bec155b5475729c,0,0,0,0,13,0
ed76550dcf5f7ee995f35df7cb6626e6,0,0,0,0,12,0
3b1ac372b1fc3ce4191c14f91112decb,0,0,0,0,5,0
516f42131b3b037d4d4617631f9bd2db,0,0,0,0,11,0
e71a14e45d6ba59bfcb5ea422f9d7fd0,0,0,0,0,9,0
ed968253a44e71f082c37dd2ce8ab005,0,0,0,0,11,0
6893df7a1e728eb1724b2e68c63b4b01,0,0,0,0,15,0
2c91a316ce3470b5e58cae2484414b7d,0,0,0,0,9,0
3c5408e1167e8fd433312838af269892,0,0,0,0,11,0
2011770b949c311ef804678d883979e5,0,0,0,0,11,0
741050e0e3f956f9e290c2708b56a796,0,0,0,0,9,0
0b7d463d72f50ea6db7a7d3e74208a52,0,0,0,0,11,0
3735efaa015d97c55fbbc3d909a677ea,0,0,0,0,8,0
27f975bec59d78b27b4dba5eedff10a3,0,0,0,0,6,0
8328e348a1e7235fd78b3f86fa8c8afb,0,0,0,0,7,0
1753bb21928844b5f5430fd0ffb3554a,0,0,0,0,6,8
6f9c00b15219ec6198933e1788c386fe,0,0,0,0,17,0
fd0e9ec0c794a541ad50346e9a6bb8ce,0,0,0,0,3,5
b22092941d63e37118665afcaeb9b067,0,0,0,0,0,9
39159472d67185735c40658ba0b4349e,0,0,0,0,0,15
bc24b3860d09cddefbd865f5c1ec502d,0,0,0,0,0,11
ceedd8c645eb31d37a76b8935563ff6b,0,0,0,0,0,8
c5e54fbde810694d472e2f8a49332727,0,0,0,0,0,9
9ffb12f02dbfd3bc82536b6bb7140d6a,0,0,0,0,0,10
56e90a1941b05a51d1744bc53fc2cbf6,0,0,0,0,0,8
231a6e09bd6658572bff691419192a9d,0,0,0,0,0,8
c01565ffe4b71405677739dcbff6041e,0,0,0,0,0,14
0ce6b2a24dfd0a5a811b3858e7285832,0,0,0,0,0,14
52020e297a4334695fa80b9ae26a9df2,0,0,0,0,0,8
e6d984e4bd5cd46d8ee838e105fd93bb,0,0,0,0,0,14
cfd4f37af314ee0f767957d90eab83f5,0,0,0,0,0,11
e86c2b4b13af84e9ab8320cec3aa58b9,0,0,0,0,0,12
327b99fa73c33f351a63951697f852b5,0,0,0,0,0,12
48aeb4b5a5e5e4efbc9191ea10eca592,0,0,0,0,0,11
d29cb44bd3854bad41f4e2804c61247b,0,0,0,0,0,13
5347c6802bfe6f6b2a283daf49bfce1c,0,0,0,0,0,10
614ef55c7011fc115f45c14224066ce2,0,0,0,0,0,9
75518852ce14c923224db0e15a5a5fa0,0,0,0,0,0,8
b3ff9decae62cc8238bc444c2a83c9c5,0,0,0,0,0,9
c02771f46f13a2b0747040d451f2b768,0,0,0,0,0,14
fcf452b5949b559bc51b55a099b4de36,0,0,0,0,0,9
b3ecfb560e257a745ba9a883011fb004,0,0,0,0,0,6
2c842a846944d661f60c943747105ab0,0,0,0,0,0,5
7ef4e69ef4aa9bfa9e8b69a1408be652,0,0,0,0,0,6
485ffc168f0c688689eaca8877edd96c,0,0,0,0,0,10
a19acfcbd2e9383971513cd3401aebde,0,0,0,0,0,11
cec1082d84a4a539f367c105ed587a25,0,0,0,0,0,8
4491ee9b88dce9bbd0a097d7003a53c4,0,0,0,0,0,6
19d509f21f34e9751a6378f6102c7077,0,0,0,0,0,9
506ce51b270a3005b805b64c39e13e4a,0,0,0,0,0,8
063e73e12cb694192f270aa00fafc9fb,0,0,0,0,0,16
0e272a1d37287d28bc974c75c5f28fae,0,0,0,0,0,26
601353b08409c5bea75c85ccb1b3fb82,0,0,0,0,0,21
37c0db7d82349fa48433639a094f60e0,0,0,0,0,0,5
d789cf1e9871f61241ca4b5f62070969,0,0,0,0,0,6
3ebd4d06cd645edd1e692df87b88309c,0,0,0,0,0,11
3a5e7963e55edfb6f9e7f9333beb4455,7,0,0,0,0,0
52798664525aa6f8562fa54a2ae3432b,7,0,0,0,0,0
022abe5e95e18df4d14b4f94b90bcc65,2,0,0,0,0,0
5ab4a5feeb148217ad582e60d5b61d7b,6,0,0,0,0,0
05fee216df8e7e7da5c2c051fbf3aa51,7,0,0,0,0,0
859672abaf019aab57dcde49b3f6a803,6,0,0,0,0,0
e05efc133535cd7fe0c874143d8ee977,8,0,0,0,0,0
12ad889462a681958e40e6915e78df38,6,0,0,0,1,0
bb7cc323dcd6a9c146186443b8ca96c4,10,0,0,0,0,0
b5897bd6751a39e3be177d8a139ba71e,6,0,0,2,0,0
9d859dac85e2a20f334d1ae18126507f,7,0,0,0,5,0
f86b50b5a5a3dfc3956b2138a93c229d,9,0,0,0,0,0
eddcad616e9f15c1d3ccd555d9d85b2f,0,0,0,0,4,0
910be6e5ed1aab26ab0a4de70d5a54b3,4,0,0,10,0,0
dcbdc80ab1c4964201a28d6aa10b8ed4,6,0,0,0,0,0
b76faf53fa24131959313d655fa5b6cc,7,0,0,0,0,0
37a45292e1c7aa7cc255c6d8e86426b4,5,0,0,0,0,0
21af23d58d2f4dbb9ee66c56c623a192,7,0,0,0,0,0
8db944863b18213dcd5d02f5f7810ce4,4,0,0,0,3,0
ae02ba266deb1955ac66ac102103ac7a,8,3,0,0,0,0
b94d58af1d476badf30e6e0793a372c3,3,0,0,0,8,0
3ce03383f6107f099c77239eef90457d,5,0,0,0,0,0
4d7db2413b5e0e4f862aefd98c3e6baa,6,5,0,0,0,0
711a0fcc916fb415ffe0a5fd033557a1,5,0,0,0,0,0
dc95a2a049824e38a8d7c930df3036db,3,0,2,0,0,0
2df8007a4305e01fb4f7446ddf66894b,11,0,0,0,0,0
c95a1a3bada821b3749a4cb9ef0e6dc6,9,0,0,0,0,0
6ae05513741410bad0829acdffbf9ff0,5,0,0,0,0,0
b23ab57355072cfdeb7617818a6d9096,11,0,0,0,0,0
1439c5206a9ffc27e412f7ee17895adc,1,4,0,0,0,0
6d1cdf8d6ed16a21e17db37ca79b8e5c,0,7,0,0,0,0
0ea26edb9ce27c7e90ff9967f4074425,0,7,0,0,0,0
21ee11d027f64e243a90493f9f02a9de,0,7,0,0,0,0
3d25381edf3a2a41abef1fdc54e5a607,0,6,0,0,0,0
c37285aaf5deb787bf29ff252a526e22,0,10,0,0,0,0
72ce4782a1cab0bb21b29ab716a7ea7c,0,12,0,0,0,0
6adc2379e020b540fda07dc02bf9ddbb,0,11,0,0,0,0
93bcf172bd779c4a2a38ff1b7129a489,0,12,0,0,0,0
61f3d6ca23b4ff97e448c6c2394cafda,0,7,0,0,0,0
307a297650a9a2acb6c2dc42961639e3,0,4,0,0,0,0
f5a1ab29bb149f52f2743b3ad5fc4cd2,0,11,0,1,0,0
08aaf64d9f5688f551eff80b5626d7ed,0,6,0,0,0,0
1c029f24c05faf6b2d16ab5db254c0ed,0,8,0,6,0,0
7449182ea5bf045e263b0ad20fc88b7d,0,17,0,0,0,0
d12ca0676bb849ad1cc20fbf58a5bc2f,0,3,0,0,0,0
77bd7f66a40a6c6253a6cb8ea17ca170,0,6,0,0,0,0
695220ee7ef80095a2716326be4ac484,0,13,0,0,0,0
52983a4df60f4e539f788918f9a542e4,0,14,0,0,0,0
ac920dc9e293a89c9e2d17c8f9eca8e4,0,10,0,0,0,0
cf37f743f0dc212e223182560b7bb4c0,0,12,0,0,0,0
65e4cc33e9dbccf069b75dc87d5ee5e8,0,3,0,0,0,0
26c0d24934116fccd237037c9bc76d2c,0,13,0,0,0,0
e46f9647a8937f70f990d891db50ec7b,0,4,0,0,6,0
a220e30c54dd875056edbe00daa95dc0,0,12,0,0,0,0
91521ab6465bbc7754525c240be5a008,0,12,0,0,0,0
6a97e37da1e0dac5d72fe89bcc2f3c89,0,9,0,0,0,0
9e3781cac46141e51b3c01d6b37d676a,0,9,0,0,0,0
7f309690ad51d6d27ff10edee286b0bc,0,8,0,0,0,0
1ef0601985e2e2adddbff359126654c1,0,7,0,0,0,0
80b834d94999cc8bda1ad38f55d848c1,0,12,0,0,0,0
6e7e3924e02ed20ed670b7f8e15dbab4,0,3,0,0,0,3
601ab46c75da7b2c1930d0e0ae983c58,0,4,0,0,0,0
23d6fb7c5665ca97ea7708fd28561629,0,12,0,0,0,0
59790d5a8c21149e089c5cb233bf1e7e,0,5,0,0,0,3
541c8c67324d358b9f49315e7546c1fb,0,4,0,0,0,2
ea91d6fbaa2230d18ccb683613843670,0,3,0,0,0,2
2f34d87740eedae50de4c50f17076ff6,0,14,0,0,0,0
e28f5212753b3c60d6b531128e5df526,0,15,0,0,0,0
55c1ad8cfc3fb3f1b43dd752ecac07ca,0,8,0,0,0,0
fe58bb74ec48186936f4b402ae746bd7,0,8,0,0,0,4
61ebbf5c927a93c5673c223575da92b3,0,9,0,0,0,0
a83efc119e8bd2988face2ac6adede37,0,6,0,0,0,0
e72b1276cb978f22c2eb6ab6013f6c70,0,13,0,0,0,0
a724f0ff309452edeed2edfe2ad3f63a,0,12,0,0,0,0
928e39ae6bbcce2182dcc8ad127603a7,0,5,0,0,0,8
908d2406f5c2eabcea1abbc358c5f430,0,6,0,0,0,0
efc80763bce660d6cbe5de479cd47328,0,13,0,0,0,0
01589a98471a6455124f1f63e33c9181,0,5,0,0,0,6
9e3ec6ac798abd16047717e0a59faf2f,0,11,0,0,0,0
3f4ac4fc0347be19f502e032f1d43fe0,0,0,0,0,0,7
3dac148ae95fbd2f8f0943cd74ffb873,0,6,0,0,0,0
43e97b1ea263541f89b3c1eb2d0b437e,0,7,0,0,0,0
582b08605c8bfa0567a878e38cdfa52f,0,15,0,0,0,0
4cff78bfddcda3ee766319181869b6c8,0,10,0,0,0,0
039aaf7ee1102c46516d5e64d088b4e3,0,0,12,0,0,0
16543908ca23561ad5f998978c1061b3,0,0,13,0,0,0
4c7963a1e48b6e0786bd1c95c6752fd7,0,0,12,0,0,0
6069934b1de281757202000245810a37,0,0,21,0,0,0
4364e1c4c774a0a139e5cc3d2cd478bf,0,0,13,0,0,0
ba23b8ef6fa75866600ebd5bd9d19258,0,0,11,0,0,0
ac9267ee3ff40093f53a65dc8f1615bf,0,0,15,0,0,0
addc0ed1c7786af6f4ef1aff5d71e5be,0,0,12,0,0,0
2cf99a2be63707cd23aba721a010c874,0,0,16,0,0,0
8b6c7afd77e501aac7bd275ff2144a81,0,0,4,7,0,0
b80dffa317dcbfb2892e496d2325900c,0,0,9,0,0,0
18f5d12ae53132f5b2a55af9cfef2ba4,0,0,8,0,0,0
2e7d2f0316e2a947f6c627919223ff08,0,0,6,4,0,0
af495a7ee7cdc82c12fc749dd2bf59a4,0,0,7,1,0,0
73175266442d7ef1ad57161bbb71cf27,0,0,18,0,0,0
aeebcba1af85ea7bd496ee30e9019bc3,0,0,17,0,0,0
4804669ff00c7ec682696fdd03d60923,0,0,4,11,0,0
73df83ca072a9260a11dc1c799c0b779,0,0,10,0,0,0
bdfc1061766d5f7d4307d5ee621e5f07,0,0,8,0,0,0
2e5bfa0ce85cdf06684002f9896fce7d,0,0,10,0,0,0
ad0902eab603acd130a8b0036f1de2b0,0,0,9,0,0,0
bdedc54dd8589f1834011566d91045a1,0,0,15,0,0,0
86e1331b15b9c353b4609c4fbdd55305,0,0,11,0,0,0
feb49519641aa01d0903b67acf835450,0,0,5,0,0,0
67ca04cabe97afd287dd48be24f1ec54,0,0,14,0,0,0
2278627167d7eb3a15c0ef0bb4d69185,0,0,12,0,4,0
e50ea8e72de7e6f12b1c3b4e3201a6f9,0,0,9,0,0,0
600d03f5198aad83bf932854ecbc9521,0,0,13,0,0,0
e2f9b32b004b1a7f43d6f202dbde75f0,0,0,0,7,0,0
e32682f8d3a9cc8dfbf42ab0ac362f2e,0,0,0,0,0,6
34a00c433e65ee2e001b64ba215bfede,0,0,7,0,0,0
ca0740828c8e4febaca3acd24018ac3f,0,0,11,0,0,0
cbfb027e77c8fa82566c32ba7eaf5f1b,0,0,8,0,0,0
abdf55f30cb863467255fce4188c8561,0,0,11,0,0,0
71d26bf70ee846faffc08c082df074d9,0,0,15,0,0,0
c97078423b141798c2fd8cd12a8018c6,0,0,12,0,0,0
99e64b87af46804e9953a124733621fd,0,0,11,0,0,0
9d7c040de4316befebf83ccfb2b4b83a,0,0,14,0,0,0
e76d2d9517a05a68010515a44f6f1b00,0,0,8,0,0,0
0ce8c9faf9f89459fca89634f35d9b7b,0,0,7,0,0,0
c224e683de86165656a49de586604ba1,0,0,0,4,0,0
2624d66a5b59f5f1dd33f2ff0820c18e,0,0,0,11,0,0
b85bf12f463af8a18688892b58576bed,0,0,8,0,0,0
9ad404397cf0c6020f9062fac9635b06,0,0,14,0,0,0
717b3849b1e71f76e5cc6276c176430b,0,0,9,0,0,0
fb2debca5db7842308e2ae3bab92a55f,0,0,6,0,0,0
4a3b80741bc8f6c6369e43866bfa1a2f,0,0,9,0,0,0
5d6d645341bfa05e18041d8197acfec4,0,0,7,0,0,0
418b4faca469373882310d1205e2ee70,0,0,12,0,0,0
265508f5b39aa78937e00e1641596b13,0,0,1,0,0,7
b633e9e68c00a30670b4a759a9afb210,0,0,8,0,0,0
8fee6ca0fd9d5651b1936187e0b26642,0,0,7,0,0,0
d644701f72d3faf832ec78caeecdd9dd,0,0,10,0,0,0
5bfea8552c74d558522d6e171fe7f750,0,0,8,0,0,0
24ff3036e7ac07455f0231973d935d55,0,0,8,0,0,0
bfb0b418f87654b3644e249c6561edd5,0,0,8,0,0,1
e6784d9c015da59bf11be15ff181ee06,0,0,6,0,0,0
a9c6de10b5a4a103ff65bbb833161ffd,0,0,0,12,0,0
8b54a5ca52620bf10d9e34e44a9fdbfe,0,0,0,15,0,0
6843a12b519d73b4b031f333cd98f088,0,0,0,13,0,0
eb6546fa556e7eeb33ed3d4891bd3b30,0,0,0,10,0,0
88beb776f25f458a1cfc8f347f5865a2,0,0,0,14,0,0
353470cf1abff87dca1f92cbeb1eece4,0,0,0,13,0,0
ba823c6d63857a8db29e4fa23a354c35,0,0,0,17,0,0
4a348c6b59e04e0d0e014657c6d10d2f,0,0,0,10,0,0
8d700158d2369617ac8af3cfce396a18,0,0,0,18,0,0
7f9c6062b8233247608462a3fe9984b7,0,0,0,7,0,0
d78f7bd1748934a7c9e1ec9db841ee49,0,0,0,10,0,0
1d6e8aa519574736da60fc0e044da590,0,0,0,11,0,0
fa3b0d411fd94bd68cdd7f4572fe3fab,0,0,0,13,0,0
2387ae5882575e4a5120236ad3c8208a,0,0,0,16,0,0
3b670a23ac9f2700b32fa5e42fbb93e9,0,0,0,7,0,0
fe085af8e69f32453ae36d1ade30d6be,0,0,0,9,0,0
e2aeadf8b242c1187fb743572ce282cb,0,0,0,16,0,0
3a67284863e0ca21c09cfb36b5232ddb,0,0,0,5,0,0
0d4751f85754a2416e9b0096ba07e7d2,0,0,0,8,0,0
d6dac27cf052a463a630c43f8ffe5174,0,0,0,9,0,0
49e6adef3506293c1c8a8a3f7bf7ca02,0,0,0,15,0,0
e89d51af3a729efac7edbe8e0531291f,0,0,0,5,0,0
27570bd8dc791a6ef6410433a59a6afc,0,0,0,10,0,0
072c6bedcaec63fa9cd85c88a74efde6,0,0,0,18,0,0
ce2512476c79f2da64fa78a7605bff48,0,0,0,10,0,0
82fe380b09ee82e9eadf8dda376d7fc4,0,0,0,22,0,0
25b2ab411577375d581d62519c45d0e0,0,0,0,5,0,8
04455243f38097693223300600ca60d5,0,0,0,10,0,0
b39f11ac568c3b06ceffac6c6df49e88,0,0,0,11,0,0
4ffa72ffe1ddb9aedeb75c63927580a1,0,0,0,11,0,0
eb257f1043ce83dc481a6245ec2543e6,0,0,0,8,0,0
b41c26d824ee9327b12448865ccbe892,0,0,0,8,0,0
2c9d69639b5ffbda050b8dbacb0729f1,0,0,0,10,0,0
3fc185e57010ed61fc60ef47af1e7c93,0,0,0,11,0,0
6c528fa3a91190cd4bd6944b494ecb13,0,0,0,7,0,0
