ASV,ITT,IWS,STT,SWS,TTT,TWS
428fa4031f7c3d91180bd4cc9e77069f,0,151,0,0,0,0
94ead217eb0515d35bc2a9a2b7ead850,0,0,118,55,0,0
dfb29ec040a43ef8358181cec3ef0581,0,0,0,172,0,0
bde2af12cdb0e3efdd2a65924e277cfd,0,130,0,0,0,28
5e5736cf8f310e51c8a8c60868f7c706,0,0,136,45,0,0
a97354625880bf616b09997daaaef268,0,0,73,100,0,0
9d51deb193df1dc84d4e2eb7f66f05e6,98,21,0,0,0,13
36bdece87e7773ea8d1356f21d5caa25,0,0,179,0,0,0
9edb3ae51e7826c982ff983a6cce3923,57,0,0,0,115,0
936c9d9560496b457c72fa8e59e2721a,0,0,209,0,0,0
8c74b98e88d706b4198bf3b578a4d59a,0,0,168,0,0,0
8b92107e4af95c32b28bedbbe39a8ba5,0,0,163,5,2,2
f56a4540780a5c72ee7d30ca87101e9b,28,0,0,0,128,0
32157b3bb9080cd638e02ac3dd88d361,25,0,150,0,0,0
ef1cdb06c99f0d6b0ef4c94794106f54,0,63,0,0,0,91
1918fcd93d4922bc7b3d6fc1c3ad5ccd,0,0,103,36,15,21
525d1e6c7837caaa2dbabd4df1c68643,0,0,219,0,0,0
c0ec01007e791d30819aa844d64ad2ae,0,0,0,0,162,0
9f92194e0a4f738e0947b800b14ebd49,0,146,0,0,0,0
f2c44deead2dc9c6e8a11c59f4d7e3c6,0,0,184,0,0,0
005d4e05b62ed60b56b8f66e71c0e447,0,0,171,0,0,0
c9ec5a2806abef364880f426092a0095,0,0,139,0,0,0
9f28f5da603843a113b9591470f1f60d,1,0,0,150,0,42
00f22fe0aa7d9b976a6a884f493a1b75,0,0,141,20,0,0
38758e793a9e84d25fd520c9252f4216,0,0,8,158,0,0
dff4682a3334bd9db1f811a7f2790a74,150,0,0,0,0,0
24aaac067fd8abefa81254e1a3863df6,0,146,0,0,0,0
4eec1116e3eae55289ebafa61f247165,64,0,10,11,42,0
224e864a25ea308e78c5966308413461,0,0,180,0,0,0
2b7eeb254d39e524478ee295cf82bd21,0,0,70,96,0,11
c592a86293173c572e602fdca7f65bfb,0,0,62,99,0,0
c6a5452ef6c831e1cf7760db2fdc1a7b,43,0,0,19,89,0
f02a09fde14263793bd0bffe62bf6465,10,98,0,0,34,0
b60a63b68737b27ea8f1bc16e7c76a86,0,0,162,0,0,0
1eba853b22025f47f353da1d7ca062f3,0,0,0,16,141,0
0a4aacb6a7d6eba89aa129c67e64b562,93,0,0,0,0,0
40aba755b44610157fc6e5fcb7adc24d,0,125,0,0,0,0
68947c407ca74ccd416d01fc80adec73,0,23,0,7,0,250
9013631a30d732ec5596d36774734296,0,0,59,111,0,4
5036be2c1a4fc1332d51a1e8e2a98b30,0,0,23,166,0,0
27bfff9312d2060e56b6a0199ff243b8,78,0,0,0,71,0
183776e2eaaaa1b06a742d400a93fe67,0,47,0,0,0,118
ddcff178598d16d0eb2d7316c86b7364,0,52,0,0,0,110
0402a6afb9e0faaa088558fc2a467440,0,0,6,0,0,122
b36b1ae2161ca5039ec88db9edb3c872,29,2,0,47,129,0
d66fd06244608541524e33634cca50dd,76,35,0,6,32,0
4e64d20fa9adce7b91983d5af66162c5,64,44,0,0,9,0
2720bf53389fb08ed27156e6b5d21e00,3,4,0,19,0,124
f271e57b447b529a09a5181a49a8c133,124,0,0,0,0,0
5cf970e3a90f929bb173aea85d8ce274,20,6,0,0,149,0
279d14ec944b0dbd3dadce663353b028,0,3,117,0,0,50
fae1b44a2f267fed172960ed06605ce9,0,0,196,0,0,0
d8a727caf408ffe7f18c3c0c1b047806,50,0,85,22,3,0
98b99b9e014b9a483de736a6db38bdea,73,4,0,0,27,6
bd4cd162642968377898c87a2ab9af7f,0,0,93,73,0,0
d0d882e3ccbf57e0cd379ecf87e13b05,0,0,192,0,0,0
01f0bed3ef2b94c5a01bb354dc75bc15,54,46,11,0,4,12
19a84a2d96879685eb1d2a2604666897,0,0,149,56,0,0
0ce4b64f3a3afdbac96cc5e2fd85bd81,0,0,0,160,0,0
e15cdc66e4d66514b84f3cd5eede0cc6,0,0,0,0,0,167
81924e03dbfd384b37a056d48b86ef70,6,87,0,7,0,58
bc1009ccec98a8f8fd4816b0e3aef0b8,0,0,91,100,0,0
6100b1ea6b10a1a5920557c58f2fa07d,0,0,175,0,0,0
74782107b36bac0c6eb39f3e8a845f40,0,0,0,161,0,0
61b1eff5cdde863a62313a23a2163d9d,0,0,0,0,0,176
52b3f143d8437eb0e7ff7c0587848181,41,0,0,80,54,0
310a2d1747ca730bb374ca5f53b04473,13,1,86,5,72,3
65c980999cac6e871341e7c5c2f43803,0,49,0,0,0,95
aa0d42d1172113b2b80a884694f6ef92,0,53,0,0,0,96
d4cdc7a7d54932d29b1dd958fcba961b,0,111,0,0,0,15
89660a84cf3edc8a18e981565261a6f6,0,95,0,0,0,65
ae4d03292a351ceb72569100d25a291c,0,6,0,0,0,137
c80e25c587667c2252571c61f97273a3,0,100,0,0,0,33
f7796db1c7e248aea364f26928811386,0,102,0,0,0,74
826898dd1ab95227d2a64de3294e40a8,0,0,142,17,0,0
b4db7df807e125b516d440a1d4567902,63,55,0,0,29,0
881c7550c841f6acb6979f3e47471dd5,68,0,5,0,63,0
150006e40906844268cb0e2eb9c41844,0,0,77,72,0,0
4762b60d5e09e54182da4cc9a73300be,0,0,0,0,141,17
d94985b35690e37b59f11a88afbc7792,17,0,0,0,118,0
6899045d2b8ef2a6575e11a2a6df9202,1,39,26,0,0,84
44c21e29adae97a53247abbd73978395,6,0,0,0,173,0
0aca5175ee8dc96d9775ca94d62a8e08,70,0,6,0,41,0
7d76a1f450843cbe745b2910b2e831fd,17,140,0,0,0,0
895e49e5962a146e2eb4c26886947b26,0,109,0,0,38,0
d6a2524a7f66fd4970d34fea48c8085b,0,131,0,0,0,0
1a933e335eb29c08b2247d0f37b3e048,0,165,0,0,0,0
fa17c7cdbf825fc9d10badbebd40bd8e,0,0,140,47,0,0
bfababcd2f9ed1f28a8a7245b71fcf01,0,0,157,28,0,11
eb6b30fc801c48148eceed9587344582,34,0,0,0,99,0
c000551da03545bb809a77bf6d29ea54,0,28,0,4,12,71
626c7daf01e76b121fde25a401d63a58,0,125,0,0,0,36
d4d39c33a59f36e14dfc9ede941a8d87,42,2,0,0,71,8
f692a1f1934d799e11b62a65bb7e919d,12,46,0,0,3,98
930a704fba9e80bc422db959894fbf04,0,28,0,0,21,94
691030e2d6a922bcfaa876be65c5f445,0,0,144,11,0,21
68e0fc5363c9972daf0ec7e17949cc3d,28,0,10,9,97,0
858603b5b6c7332924623a52faa10212,0,34,0,0,9,113
1f951f4d142547d8ecfefcbf3edc2fca,0,0,145,24,0,0
2c598e357317e25e94381fa0abca09f0,0,0,126,67,0,0
eac793baf5a650166ebc07163fdf18d1,54,0,0,0,85,0
00aac74ed5715620a2d25b57ad6f6599,22,42,0,34,65,0
f073b46725776297f71654243b5b17bd,51,2,0,14,58,0
a569f2c3b21dc634335c0b6a2e0840f7,102,0,0,0,7,0
7b73cf2af6a7b3fc3d15b4e6b6a51c9f,13,0,0,0,145,0
5e0d9f646257a6540107b16cc2cc3fe1,0,153,0,0,0,0
36f6038feb7dc4f42f62d4f482aae8c2,0,0,140,45,0,0
f998e75e07628f0f8a4fe76e706a8a12,0,0,173,0,0,0
1b17f797aa1e3819f607dd166ac0172c,33,10,91,0,4,6
6dc5519438bf8c89dc983dd81d5c8cb4,22,140,0,0,0,0
fe893436461f6fb0d126fd02178ccdee,0,0,182,0,0,0
0ba65b1f7a1ccf680ebca161086323f9,0,0,97,98,0,0
0bb10b429dd577edc7eb8aeff87ddb63,0,0,173,0,0,0
51df6dc76d34a993a7a210146f15cef0,0,0,0,0,0,141
b9c796c5b898aab3852fc59934b73e64,27,0,0,0,136,0
8c1043d03c2605be5cc6b5b2c4097f58,0,135,0,0,0,0
3bcd53dd16ed587ab1107e84b335a89a,0,0,140,29,0,0
af51124a41f8aec516fd4f1b70cd8db2,0,0,148,15,0,0
92cdbb53a148e7b41a2b358656627855,74,0,0,0,28,0
d61fda42c557ad6d2214bb44306136ba,42,0,0,104,26,0
57608fce970f7f3c1d7cacb6cd93cb1c,0,90,0,73,0,0
356b48d9767fd77ddcba9a29be20f8b1,0,12,41,41,41,0
5d25edfa54422183911a4242d68c6551,0,63,0,0,0,58
ad6e1bd32957a78e77b968a6b11b3c62,0,15,0,0,0,160
cddf5147d3dd07d9e1b029377c7b1d7a,0,155,0,0,0,0
ed04ef2ae211abe8eb4304d001ecb42b,0,7,0,120,0,42
b15aa01a283beb7ab0ed75db8c592a79,0,0,166,0,0,0
08e0586fb0f10b419726c7a0426b75c9,0,0,143,0,0,0
98373bdd6fd10a931a1d7f89bb549b53,0,0,0,0,175,0
f1ae1950bf39017cb5fddc097394f02f,0,0,0,0,0,144
c55226ff0d9f91f5963038da36cebb39,0,0,0,0,0,162
b209a547265e9151c2cf68441a136a04,44,0,0,0,81,0
4bcb7e0c62886dfe7257857923a77435,2,0,0,9,0,179
600681aa574370d0a03f737fb5454e44,0,73,0,0,0,45
c6a7f393ba9ff828794f923c295ec209,0,23,27,0,0,93
dd0c627305b1fa18686590fcfb5a0b8e,0,0,24,162,0,0
212319fdc8e73a21823ca2d7471c2144,15,111,0,0,0,10
d5220946cb78b26a7fb1b401f71cd356,31,74,0,0,10,30
bae02a93ede110fe68a9ccfe5075e94e,44,4,0,0,91,0
c26e715aa9e4968a02a3b5d51b01d08a,0,49,0,0,0,85
24577bf48a0acfd6bf24269ed20af563,6,43,4,24,3,81
c0f008c29e58d86eaf47458217fcb226,27,83,3,0,6,30
4234d70eb016e04e820b599072db2510,17,0,0,0,129,0
2bfb55f5f7cf0a01749ae732f38e2704,54,0,0,0,74,0
de691857d82a77c0d221f470044e8a20,0,52,0,29,0,69
ab766c34bff17e7c9f865f74ed5f153d,0,0,169,10,0,0
a3cd450ecb0ddd9b63b5e2f082699db4,0,0,148,0,0,0
db85fce309c993180521299c058cdc85,0,0,0,0,153,0
3715428636032e0e71f8f766bd207496,13,3,74,63,7,0
922adc6a9d3e3862642d676aaa5e363f,0,135,0,0,0,8
f27701c2fc7b788413b5bbcfb744dc42,0,0,0,0,0,133
25f6cc535e305824b566a91f6ac98a5f,0,0,130,0,0,0
8c35db4e136850d97a8650fc0a177e27,0,0,188,0,0,0
53f230e21e02fde0122eb57f91a3cc6c,0,0,0,66,0,88
de4e19530da45c9483eaad529619a429,0,0,0,0,0,155
c12a2e5e50cc3982f72af45b43b2a480,37,0,0,0,120,0
340787db8b31a7fbd3cf7bc22ee5094d,62,3,28,0,51,0
73f2cb7f7595225c226eda266d6fe1c6,108,0,0,0,8,0
f0e3eb8f61861a82fbb21b20dc3a82ae,44,82,0,0,9,0
68a30390c8b32234e8b5807a39fbd507,0,26,67,27,0,27
a0dc0ad5776f9864a9ac8b00679a39a4,0,0,172,0,0,0
8248562d205573d6a7d7064f1399b375,0,0,176,0,0,0
86e1b22b9119aaa77d39a5e274914964,0,140,0,0,0,0
a3b6cbaee0bed371cc173fede7afb44b,0,0,7,105,0,32
7bddef1c67746c30d7b468a4d1a825d7,30,0,0,0,115,0
31fa03b5cb311f1b2a5a786b7653d56a,0,92,0,0,0,35
bf3a1a4c1b84ea31505d1050de6beab1,0,3,19,99,0,2
4312b429c28933c568488f8f2ccf60be,0,0,132,0,0,0
b3790a09856aae5be2d130689fd3fb05,85,0,0,0,76,0
e98e3e54eda3da4645458f2f36fee8f6,0,16,0,0,0,118
37d6063e3e32bd1009a0c9e90b0e47dc,0,0,90,82,0,0
39f82c485691671cd645e3d8c1e1d3bb,31,42,0,11,53,0
a82199a9d2d12b975d77de417bdd8703,0,0,0,149,0,0
23059304ee5ce9955fd06601de694ca6,0,150,0,0,0,3
8f9a8378246ef27f93362a92fb035fa9,0,2,0,0,0,143
9494fe38986734d7d2395acc0cf1d88c,0,0,156,0,0,0
26005dfb7ad2e8cdbb139846af329663,0,0,39,103,0,15
1928336d81416a2669b04431a917c2a3,0,0,22,129,0,0
9788b74f0f0d4050c9b0c1e6953615ce,0,0,105,0,21,0
0c064d38656b36684d63e24acdf2d6eb,0,0,0,0,0,142
67a862f3ca976bc4a663ccaf5aea496f,0,17,3,5,0,90
fe1123b499e59eb8c1ae08eddd7c0b7e,0,64,0,0,0,151
bed41edee98c558ca706dba424650bc2,0,0,167,0,13,0
f2f1bf02ae3236382bbb3975b61adc7c,0,0,0,0,0,132
db929966b0ec28598b9a37f0562675d3,115,0,0,0,7,0
b9a18526daaecf6bd618984631496d2a,5,62,0,0,78,0
56305c8683f939f4d2b20f35af7bc726,0,0,77,54,0,32
acc3537d0fa6f80db5e46345dd061b91,0,0,0,207,0,0
fd09697bb6c7caf5a2604cd4b838a31d,0,0,0,156,13,0
f0f1706fa6a4a7643a6c9e39b017b536,54,1,0,3,52,9
fff57e920e5bb0bf8fc53400fdb140a4,0,19,0,0,0,115
392e00294dc465ef6042152229a0bf61,0,83,0,36,0,28
e58cd223360cdd8465e993c4e7663e0d,0,0,14,44,80,0
c3373b6c1410568a01e5b8ca00bfe93c,14,95,0,0,0,46
e39dd3e6c943633a786f2e7df8142de7,0,51,0,0,0,109
88eca798b920aae24fac774a0d762b36,0,130,0,0,0,6
39677159b05d0a58c187926a2870c3f6,0,0,0,0,0,130
eb7688a0a22b78ecc86d4674da95372f,0,0,17,71,0,48
7a9e7549836fc5e3199e3946a5b7506a,0,0,0,0,0,124
5b6abc69640b2f9342656d6bd94055bb,29,0,0,0,121,0
f09d018c818033f0c37308498d99c1a8,15,0,25,43,75,0
6d7684130085e14d6642a7046a7a28e2,7,0,0,0,0,148
3b75371c9bbc5ca9cde3bb4d2c240afd,0,0,93,34,23,0
cc52d51ef41eda377f6f26631bdaa7b7,0,0,35,73,42,6
4a5cba668960a5fefc04fd7d45d7eadb,0,135,0,0,0,0
ee951579a48cf47aaa20f87211b85310,0,0,155,6,0,0
85607fa1d9b8144d42109a2c49477e4c,0,0,0,160,0,0
c624c842c6fa1bd9dd3dab2b7145dca2,0,0,0,28,0,123
42ac2e80af5b40666d7c63364395d7a1,0,0,0,0,0,105
22a68e14083d301340463ffc2933e0f7,43,17,0,14,72,0
4ef5198f98fa3ec71fcb46aecda142a5,24,42,0,10,45,11
d4bca6b9d999a7b3a99cbf06eb0aeec5,0,135,0,0,0,0
4ed312835ae39fb488bcb39dbd6cbe89,0,0,0,0,0,144
07f9e59db0bd8e4a4feeb4515db3fd10,80,6,34,0,3,2
acf6ba4e3f471ab0562b2389b2a3fdc9,0,140,0,0,0,0
c34be56b3b78628e0a87848b625bb416,0,0,152,0,0,0
1c0f698c2b1eb661082849dadf16d301,36,0,0,0,104,0
ee33c89bdb5e9e1f848e78634dca901a,27,0,0,0,106,0
6a923f416f73c9d2a930d5e03dcac333,0,126,0,0,0,0
c1decbb97dbc1dd10976f8df63439c0d,0,60,0,7,17,68
43d036977131b37c788d6c0a0e924338,0,135,0,0,26,4
05bd5f640bbc9f79aaaff57ff1a41ef0,0,0,136,0,0,0
8406a9f94910dfc8e7f0b95187a6266d,107,0,0,0,0,0
dcf864680d9dbb8e7b4845a6933da0a9,69,0,0,3,69,0
07c4a82f998e67e5c24625539fddf65d,0,115,0,0,0,9
bf64c48a853e3f2f1da7f3e761e5164d,0,0,153,0,0,0
a7eec0a5a021c6c5247e2334e81e6e6c,0,0,145,22,0,0
1ba1c6fba5cf7d1a4c6e3caef9e4c813,0,0,0,136,20,0
c37bea1a0da8a2f039f9ade49214b547,0,0,0,21,106,0
fef0f8b063d7bacc1ab3a11e7e2d0a76,57,0,0,0,50,0
dce8474455d2e2713251162762081e72,47,0,7,0,0,84
e1cd5c2544a36b9179ffe964794bac17,0,0,0,0,0,132
a06133df46f901aedaeacdbd48c9f008,115,0,0,0,0,0
18b8b515a0000b77754470eb02f72024,7,0,31,122,8,0
785ea12d2e612e5d28197f452345ea84,0,136,0,0,0,0
c301d3e68043b5944227a3d68409ab62,0,0,16,0,112,0
b8d9526872da0ffab564ac0848c304cb,0,0,90,0,45,0
0d7bde096aec7f4207429399837cc760,36,42,0,0,62,0
0c80409849bd88ed9bbfdff8935ebff5,0,125,0,0,0,0
da83b3220b57935a34ab7a1e2ac806cf,17,0,0,3,83,30
dc276c0be3e11546d4384a996ae2e4b5,103,0,0,0,0,0
46c7004979d35d305e2be355ead40800,0,92,45,0,0,0
8f1f0c16b5ae8d0f4a9f295ceefeb311,0,0,125,0,0,0
9ba9d56baed00433390696aa3141267d,0,152,0,0,0,0
87cabea6f7d10c3216acd7c181081240,0,0,133,0,0,0
296e685992d43c79c29550ab4ecbaca5,0,0,17,151,0,0
cab682eabbf465bdeaac3e3629c7175a,0,0,0,142,0,0
117a0d16ee446c6bf744018295fb4ecb,58,20,0,0,62,0
06ce981bf35923dd5f1977af5308ef2d,25,62,0,0,5,41
a0da28e69c4aad7ace92a6a674cda5dc,0,0,167,0,0,0
a6dc07ce2afa7121a22502db5fda884a,0,0,118,0,29,0
dca9533da4b01b47ac33136f4a2134fc,53,41,0,22,11,0
5958fd2b7ec972907e061e8f4d0c49b8,0,0,177,0,0,0
dade0fc0ef812c32b338fa000b45b286,0,0,154,0,0,0
8b4b4eea82bec85da18e51172cb4fcf4,0,0,136,0,0,0
29962be2f7b8305b49f80e260fb464e4,0,0,128,0,0,0
b05f049660c92be68af1970c8b478d39,43,0,0,19,78,0
8b7bc2d20f6588c20e7ceb25d4614e7c,10,20,0,0,61,88
5478a45bdbf1752faaf698825f0f84f8,0,0,0,0,0,156
608b4564589ca4be925db5d702d66b87,0,0,0,0,0,129
45962385caf52423b71a9e2b976f8126,0,0,0,0,0,120
6499c5b3e312f7c02f7711e53c994fad,118,0,0,0,0,0
7eb7724e14a33d81e9f4cd9612490e11,0,32,0,2,0,89
0e1dfa230b5bb9aaef912ce174cea72f,0,4,0,0,0,136
6e2528f0f8a064171b2dbcf7e3ec73c0,0,0,106,49,0,0
9ba8697f7b349582a88f4bdbb8327586,0,0,32,134,0,0
753d8885d1784f4d0e4afae3eef60441,66,0,0,0,60,0
fe38ee44e0c4f209cce0daf5453b5412,38,0,0,0,106,0
bb6bfcca8a0baecb6d046beebe82eb3c,3,0,48,23,64,0
38c3e65c2f9c0d36ad870e9c9c95e55f,0,117,0,0,0,11
bbb4a91a81490b28a69c57a0d56f0060,0,0,130,32,0,0
839896dc619d81db2d18bf5739691a36,0,0,160,0,0,0
954122fe2924f58e605e25177bef89ea,101,0,0,0,3,0
9d44542f9e5d6afaa65338fade7390cb,14,9,0,34,73,6
d25df0ff0721259c671c174338c877e1,0,122,0,0,16,0
8e0b711fb12b4c68831df31b15989bcc,0,112,0,0,0,0
3089cafa86898d076efc4768cd090451,0,140,0,0,0,0
8adb9a4c5484ad31c1f176f92aa27302,0,0,138,0,0,0
1a92fdf17261a5da47d5ebd39971fada,0,0,16,135,0,0
b48132ac06d84c157588de1a2119759b,0,0,134,0,8,0
fd30f2af5106e3bd20f2ac36205666b7,21,111,0,0,0,7
08b3774a6d859ed56a58b26b86477f9a,0,114,0,0,0,0
775656cd6cc62ba7530846b0d3982249,0,0,0,160,0,0
c42b1bcc145935d27c6c3eca92961ee2,134,3,0,0,0,0
480f6b19df9ac96ae32751cef20e5a32,0,0,143,10,0,0
f46d4437f919131c332ac08b56a7a68f,0,0,0,0,0,121
46d6c0cd4758434d9075f08fa8a3a0c0,80,0,0,0,35,0
1f56931f14685c1aa71d445b4fbb214f,52,0,12,0,31,12
af0c503c166a4f16733e98a4720380b2,15,36,0,0,87,0
16ead3bd62e5bafe964b1860bb2b0cad,0,113,0,0,0,0
30918a4b839e9dd737cc889fa9e3da1e,0,7,24,0,120,0
d98297e8bf1f8d019e868c17639f621d,0,0,110,17,0,0
c9a0bb77b47de88f70b6a4932ef4ee12,0,0,0,0,0,121
df02afb00abb6b657ccb336a1f697522,79,0,0,15,20,0
1ab4482e5f8c3a7b8db0dc4409deade5,89,0,0,0,19,0
48e665141691a28bc90fb9f37cbc09c2,0,61,0,49,28,0
de31bb03f3d7398695aa04e993a77e12,0,0,122,37,0,0
a97cb0eaa4fefb313021cf1c914d4d69,0,0,157,0,0,0
0bed153f19f03e83fc4f8985da7b020c,0,0,135,0,0,0
d4a5d4457e85c337191a4671653be59f,0,0,0,159,0,0
071320ed2625b9b0beaa8547ec1c0b0d,0,0,0,1,0,142
04963a1d71e1bbb0ba42f544a0933cc1,57,0,0,0,86,0
f7c2d75ee91dd4ace6ec60e838af0d0b,84,0,0,0,28,0
7f8c1fdc9454e648ae0944c9664f0067,14,34,0,0,78,0
42633686204a1f47a9cb85a2dfbfb99c,8,7,0,8,78,34
5126cc612e1d75c8f74984e9e5758869,0,0,162,0,0,0
b34a0565116ac323659d50f5200d1b4f,0,0,136,0,0,0
f9d5207890be52bd8c33274b38e20c65,0,0,0,156,0,0
d5ab432c3e89480181232a5e95c6d64d,54,0,0,0,71,0
1802b3d4418a66180152dc253c543200,61,0,0,0,55,0
e84aa1ba976f2435dee37dd1428ab2c4,0,0,163,0,0,0
53629c17d117d6f15291ca3e33c767be,0,0,150,0,0,0
cec37181b037cc98204b39a08c4fd736,0,0,141,0,0,0
4e95c1832a8a93caaa11435519dd47f4,0,0,0,0,0,109
cc69043930f898c3fb1585dd860ce4e2,0,0,0,0,0,92
500794c6e77b9f9f03c3168b168a3206,22,0,0,17,112,0
3026e9496b0a80590e9152ee3cbee9f9,39,0,54,0,37,4
e1b5f40a81b77ea0833fe341536f5bd5,0,35,0,0,0,75
3d794b85b6abd3d3dd31417fdb216295,92,0,0,0,10,0
22fc012831e52e1f30495477548205c0,38,0,0,0,81,0
378a67dee413011c7f017db6c1512457,34,0,0,0,107,0
cc0cba205ac22d8a7ba9c389ef117ed3,0,59,0,0,72,0
dfc25f1d2b6d4eebbd63a0fc71710414,0,12,5,0,0,116
bba18ced4cc79cc4e74463531c23d6ca,0,2,86,83,0,0
4c14813b44d358fd9a4c7563cd2e814c,0,13,74,51,0,25
d3908bba9d5a881e43f33ddab0213e6f,0,0,133,34,0,0
cc2915b764b53d86be9c17337954ba02,0,0,112,40,0,0
0211a9366d6d1bc4a4601a4d20fc5977,0,0,2,17,0,118
1e7f298db8b2487913329fa9b7a58699,0,0,0,0,92,31
f005396232865b9270dc80082e426df5,0,0,0,0,0,99
373dc3b479aa6859fe943181eee25a56,0,0,0,0,0,121
ba51bb141520fbca85774fe4ec543cd7,73,0,0,0,38,0
8123eaa76cfdb287bf709187257e4e36,40,0,0,36,68,0
1a4b509b97009180e35cef7f61ec13a4,91,0,0,0,12,0
b37ae106bf540d3b79ef5a43c8a20184,0,0,183,0,0,0
6dff21c19c487ae879d959437f4a1c30,0,0,0,4,0,131
36048a916fa1739676069a22aa9fc734,0,0,0,0,0,146
61b639033648defafe2df68b1f5c3ee4,80,12,0,0,19,0
c19f5810f2075a7c0acc2f65e6d7fcdd,0,17,0,0,0,111
e60e9bcf645779b7512788551ffaa234,5,114,0,0,0,0
49df24842305a1dbbb0c4f077a0a256e,0,130,0,0,0,0
34142ea57b2291f652daa50eb5986505,0,132,0,0,0,0
ad36ba34f1ae1060ca5723530f55760f,0,0,176,0,0,0
5aa5614c3b98c2b8abeda2760ee15d2f,0,0,144,0,0,0
f64f4c952d00766db152b356296b3880,0,0,155,0,0,0
5fc76e73e6d99e374afef55abba65170,0,0,39,51,62,0
8f0cf5626b211bf22534b2f24096c58a,0,0,144,0,0,0
8d88b330419d842ed44e8e815fca2e6f,0,0,0,147,0,1
697256590d5c0308e08f11e316e6e5ac,0,96,0,0,0,46
d0f62d30304edc6249bee037835fd38e,0,0,29,92,0,0
a57abca7235a40a8b00032087f15cdf1,0,0,139,0,0,0
003bd0572b0613f37fb0b6424da07815,0,0,29,114,0,0
846e650e6d4f740c92008a9422d9a634,35,0,0,30,54,0
4cef065724b801ca9b3f9971529e5067,101,10,0,21,9,0
0155b2a88cf8d6c2fd4c73002390ad9b,13,46,0,0,41,9
f89f24e5223219957133324eace8538b,14,0,0,0,104,0
1c878ff10faac242ac3b12d28c71bfb3,0,0,131,0,0,0
5e58d336385213cb6e652732a4c5b6ca,0,0,114,0,0,0
634ef3ade38b523a19f88f6126fdfdfc,0,0,0,0,0,142
4e9f3242318afdeb50c67a3c0bc895a3,0,118,0,0,0,10
47d1d48556011f5e1d6eeb3746084b7f,0,0,0,112,0,23
b58e8a64d85e45dc15a88ea45806a941,52,0,0,16,54,3
a21e29f503ccecf29df19192d556395a,91,0,0,0,31,0
9e3a97892c54e48e095ebc4849010248,4,0,113,2,25,0
ab0184f9b865f34e92ea87ed83be9079,0,97,0,0,0,25
431da010a1624b18b5446ae11fb2f5ca,0,120,0,0,0,0
72b49ed79168ce8d6351de651258a993,0,127,0,0,0,0
909de6be6ad1429e18a8b875f7e96509,0,0,0,0,0,131
23f93024240b1ad33e45d69154223fc5,6,6,109,0,17,0
ade04fd51fe2a7ea6a5de7be6c690573,20,1,0,82,38,2
86b9759d88f5819e6807ecd7d71d616a,0,115,0,0,0,0
7a108371967716c424a04c15bd1ad71c,0,0,98,55,0,0
61a5eae0aaf446e565025f3eccd8c599,0,0,113,25,0,0
2c07ea5712866935880ec93cc4f602ce,0,0,0,156,0,0
027ec965783322920dea4fa0a94e16da,0,0,0,20,0,95
922bd66c0d744e27ef5aa34d834f8ac8,63,34,0,0,11,0
4b7c868af146d3de677b92c516b49db2,0,0,94,38,0,0
e424651d2fc8b31638b19df43285859a,56,0,0,0,65,0
35476e9d8c7734606ffc7dd09a5e2942,57,0,0,58,9,0
2a448d4d83c7b18883cc2e56fa86f0b6,0,92,0,0,0,10
a2ec21cff64245b3d074e3dc992efdab,0,74,0,0,0,38
d9767909a6d5762d4e3842b77c74269b,0,35,0,0,0,166
ca3a23e08569cf875944dac81527e3c4,0,0,26,131,0,0
113d31b301d63e6764e0ab48616d6166,0,0,97,39,0,19
ea05880ebf26e52697ff0cd641c512c0,0,0,0,136,0,0
5a8f23186b1753d67303c42b5a1eefbc,0,0,0,15,0,116
d7395a55dee62b88317219117aee33dd,0,0,0,0,131,0
d985c003014265470bf1b678a7a7d186,0,0,110,15,0,9
311a3682d17599393d2fcfb8bfdc49c0,0,0,113,0,0,0
30737d2168a5fa71912562ede4ee4b03,0,0,0,0,0,131
76962b0969359e61ec45c8019c1d1486,19,0,0,0,94,0
d925380fac447e8353f91e0988f52fde,14,107,0,0,0,0
697f6ec970d3a9e4ddce3814db0ff738,0,26,0,7,0,97
b7472c30e56a3c1847ce59a4ad172e96,0,4,0,0,0,104
b59376d7bf8b30b14fe1041af849c242,0,6,0,0,0,106
bbbd13352374d741e1b0da7acf6b88c1,0,0,102,13,0,0
bfcad5e212d62a983efdc984ccd49bec,0,0,128,0,0,0
c07ca55370fcb3c3a62e508fe4688cca,0,0,3,5,0,133
258382abb4bd5c86e0951627dbc0c74e,0,82,0,0,0,33
2f1e05efe8d6cd378dcfbe6e292204dd,46,0,0,32,57,0
5be4f3eaa3ace2126091eb8f88f90570,54,0,0,0,82,0
e2883c80ad609c3a91bc5f14d8931447,4,13,5,9,107,0
e9727f467802ca0e450f64ab6ef764bc,91,0,0,0,34,0
ebf94787f211dff7835ef97f687b0b36,0,115,0,0,0,0
44f36609b5685d10e945840c45de16a8,0,12,0,0,0,110
7a9c18b2dbcfd06eb097312812639cc2,0,4,0,0,0,126
773aad98452c94a77fbdd84d13a4329e,0,0,145,11,0,0
04034062627bf09942993aa36958768c,0,0,78,65,0,6
0f6be26a667ad3c87b8961a4e3038c5e,0,0,122,0,0,0
611d5ef3bf30cdef4b092e5680d5414f,0,0,19,108,0,0
63c63dd71629b221ea74f4a8f636638d,0,0,72,81,0,0
